camis,dba,boro,building,street,zipcode,phone,inspection_date,critical_flag,record_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_sbqj_enih,:@computed_region_92fq_4b7q,cuisine_description,action,violation_code,violation_description,score,grade,grade_date,inspection_type
41428096,LA ISLA CUCHIFRITOS,Brooklyn,6,GRAHAM AVENUE,11206,7183884666,2026-01-20T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.701015178054,-73.942202000638,301,34,049100,3326061,3031270001,BK90,"{'type': 'Point', 'coordinates': [-73.942202000638, 40.701015178054]}",36,2,56,30,Spanish,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",22,,,Cycle Inspection / Initial Inspection
50051704,LITTLE CANAL,Manhattan,26,CANAL STREET,10002,9174727479,2025-05-29T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.714443036403,-73.990411946822,103,01,000600,1003599,1002830073,MN28,"{'type': 'Point', 'coordinates': [-73.990411946822, 40.714443036403]}",70,4,4,32,American,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,11,A,2025-05-29T00:00:00.000,Cycle Inspection / Initial Inspection
50119600,HALAL EATS,Queens,8925A,QUEENS BOULEVARD,11373,3478048702,2023-07-13T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.734465586593,-73.873686700036,404,25,068300,,4,QN29,"{'type': 'Point', 'coordinates': [-73.873686700036, 40.734465586593]}",66,3,68,5,Middle Eastern,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",,,,Trans Fat / Initial Inspection
41694199,LA BAGUETTE SHOP,Brooklyn,1836,ROCKAWAY PARKWAY,11236,7187584330,2022-04-29T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.637480108898,-73.893810381368,318,46,101000,3232768,3082610001,BK50,"{'type': 'Point', 'coordinates': [-73.893810381368, 40.637480108898]}",5,2,42,8,Bakery Products/Desserts,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",30,,,Cycle Inspection / Initial Inspection
50168208,JU CEE,Manhattan,158,EAST  110 STREET,10029,6463705037,2025-07-28T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.794557474879,-73.943850431789,111,08,017200,1052162,1016370048,MN33,"{'type': 'Point', 'coordinates': [-73.943850431789, 40.794557474879]}",7,4,14,35,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",60,,,Pre-permit (Non-operational) / Initial Inspection
50124427,SYMTH TAVERN,Manhattan,85,WEST BROADWAY,10007,6468139090,2025-02-11T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.715197857068,-74.009476336359,101,01,002100,1088224,1001367505,MN24,"{'type': 'Point', 'coordinates': [-74.009476336359, 40.715197857068]}",56,4,1,32,American,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10,A,2025-02-11T00:00:00.000,Cycle Inspection / Re-inspection
50082980,ZIA MARIA LITTLE ITALY,Manhattan,138,MULBERRY STREET,10013,6465907873,2023-05-02T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.718588013358,-73.997655145358,102,01,004100,1066508,1002377501,MN24,"{'type': 'Point', 'coordinates': [-73.997655145358, 40.718588013358]}",57,4,2,32,Italian,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,24,,,Cycle Inspection / Initial Inspection
41464273,NO. 1 CHINA GARDEN KITCHEN,Bronx,1349,EDWARD L GRANT HIGHWAY,10452,7182935056,2025-10-15T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.840686422063,-73.921732711388,204,16,021100,2003332,2025200001,BX26,"{'type': 'Point', 'coordinates': [-73.921732711388, 40.840686422063]}",50,5,27,42,Chinese,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",26,B,2025-10-15T00:00:00.000,Cycle Inspection / Re-inspection
50053352,TAIYAKI NYC,Manhattan,119,BAXTER STREET,10013,2129662882,2023-01-30T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.718058292546,-73.998975487069,102,01,004100,1079542,1002060004,MN24,"{'type': 'Point', 'coordinates': [-73.998975487069, 40.718058292546]}",57,4,2,32,Frozen Desserts,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7,A,2023-01-30T00:00:00.000,Cycle Inspection / Re-inspection
50090741,SPRINGBONE KITCHEN,Manhattan,20,UNION SQUARE WEST,10003,2126777818,2025-12-01T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.736609791786,-73.990679378381,105,02,005200,1016108,1008450002,MN13,"{'type': 'Point', 'coordinates': [-73.990679378381, 40.736609791786]}",11,4,7,50,Pizza,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",13,A,2025-12-01T00:00:00.000,Cycle Inspection / Re-inspection
41514254,ELIM DELI CAFE,Manhattan,851,LEXINGTON AVENUE,10065,2124398320,2023-05-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.765622651071,-73.96569031079,108,04,012000,1042356,1013990020,MN40,"{'type': 'Point', 'coordinates': [-73.96569031079, 40.765622651071]}",23,4,11,51,Sandwiches,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",17,,,Cycle Inspection / Initial Inspection
50077271,DELI GUATELINDA,Brooklyn,6516,14 AVENUE,11219,9174562929,2025-07-18T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.624494354563,-73.999492066769,310,43,019400,3142299,3057540045,BK30,"{'type': 'Point', 'coordinates': [-73.999492066769, 40.624494354563]}",10,2,41,7,Latin American,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",25,B,2025-07-18T00:00:00.000,Cycle Inspection / Re-inspection
50106626,COLD STONE CREAMERY,Queens,80-28,COOPER AVENUE,11385,6467524350,2025-11-28T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.709587397558,-73.869153155503,405,32,063700,4530758,4038100350,QN19,"{'type': 'Point', 'coordinates': [-73.869153155503, 40.709587397558]}",54,3,62,34,Frozen Desserts,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8,A,2025-11-28T00:00:00.000,Cycle Inspection / Initial Inspection
50118936,WHEATFIELD BAKERY,Brooklyn,1315,AVENUE U,11229,7183368002,2025-04-25T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.598655485636,-73.958027163088,315,48,058200,3198032,3073180043,BK25,"{'type': 'Point', 'coordinates': [-73.958027163088, 40.598655485636]}",32,2,36,15,Bakery Products/Desserts,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,25,,,Cycle Inspection / Initial Inspection
41554424,COYOTE BOHEMIO,Queens,55-19,MYRTLE AVENUE,11385,7183868616,2025-11-24T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.699930515403,-73.907883903982,405,34,055100,4082446,4034510012,QN20,"{'type': 'Point', 'coordinates': [-73.907883903982, 40.699930515403]}",54,3,62,30,Mexican,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",22,,,Cycle Inspection / Initial Inspection
50009320,SALT + CHARCOAL,Brooklyn,171,GRAND STREET,11249,7185993021,2024-03-06T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.714593427657,-73.961503409183,301,34,055300,3062619,3023800025,BK73,"{'type': 'Point', 'coordinates': [-73.961503409183, 40.714593427657]}",36,2,56,30,Japanese,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,39,C,2024-03-06T00:00:00.000,Cycle Inspection / Re-inspection
50128657,KATSU KATSU,Manhattan,100,PEARL STREET,10004,9176717866,2023-04-26T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.704279137344,-74.009784953715,101,01,000900,1000855,1000307501,MN25,"{'type': 'Point', 'coordinates': [-74.009784953715, 40.704279137344]}",56,4,1,32,Asian/Asian Fusion,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",34,,,Pre-permit (Operational) / Initial Inspection
50164696,BAGELS AND CREAM,Manhattan,924,AMSTERDAM AVENUE,10025,2035455266,2025-04-28T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.799995296963,-73.966044551693,107,07,019100,1056614,1018770031,MN12,"{'type': 'Point', 'coordinates': [-73.966044551693, 40.799995296963]}",20,4,15,23,Bagels/Pretzels,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",25,N,,Pre-permit (Operational) / Initial Inspection
50105227,POKE TIKY BAR,Brooklyn,564,VANDERBILT AVENUE,11238,3473655214,2025-12-22T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.679745084636,-73.968121411642,308,35,016300,3027879,3011370053,BK64,"{'type': 'Point', 'coordinates': [-73.968121411642, 40.679745084636]}",16,2,50,48,Hawaiian,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",20,,,Cycle Inspection / Initial Inspection
50112655,GITANO,Manhattan,89,SOUTH STREET,10038,9174513050,2023-05-09T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.705857736005,-74.003769082082,101,01,001501,1090548,1000730010,MN25,"{'type': 'Point', 'coordinates': [-74.003769082082, 40.705857736005]}",56,4,1,32,American,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13,A,2023-05-09T00:00:00.000,Cycle Inspection / Initial Inspection
41651295,GREY LADY / TAIKUN OMAKASE,Manhattan,77,DELANCEY STREET,10002,6465805239,2024-03-06T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.719081660515,-73.990010844933,103,01,001800,1005470,1004140050,MN27,"{'type': 'Point', 'coordinates': [-73.990010844933, 40.719081660515]}",70,4,4,32,Seafood,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",13,A,2024-03-06T00:00:00.000,Cycle Inspection / Re-inspection
50170938,NYC LATIN DINER,Brooklyn,444,MOTHER GASTON BOULEVARD,11212,3477259016,2025-12-13T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.668199774868,-73.906489605694,316,41,090600,3252323,3035260325,BK81,"{'type': 'Point', 'coordinates': [-73.906489605694, 40.668199774868]}",55,2,46,17,Spanish,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,13,A,2025-12-13T00:00:00.000,Pre-permit (Operational) / Initial Inspection
50131212,DAY DRINKS CHELSEA,Manhattan,425,WEST   15 STREET,10011,6469915638,2025-12-16T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.742140709499,-74.006041045619,104,03,008300,1012541,1007130001,MN13,"{'type': 'Point', 'coordinates': [-74.006041045619, 40.742140709499]}",12,4,6,10,Coffee/Tea,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",68,,,Cycle Inspection / Initial Inspection
41463046,DUNKIN,Bronx,4201,WEBSTER AVENUE,10470,9149423909,2024-08-22T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.895507377518,-73.863483077625,212,11,045101,2019761,2033950080,BX62,"{'type': 'Point', 'coordinates': [-73.863483077625, 40.895507377518]}",29,5,30,40,Donuts,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",13,A,2024-08-22T00:00:00.000,Cycle Inspection / Re-inspection
50121953,JOEY'S PIZZA,Queens,69-07,GRAND AVENUE,11378,7187795880,2025-07-14T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.726079925085,-73.895079338599,405,30,049302,4058511,4025000001,QN30,"{'type': 'Point', 'coordinates': [-73.895079338599, 40.726079925085]}",54,3,62,34,Pizza,Violations were cited in the following area(s).,05E,"Toilet facility not provided for employees or for patrons when required. Shared patron-employee toilet accessed through kitchen, food prep or storage area or utensil washing area.",94,,,Cycle Inspection / Initial Inspection
41536484,ANITA'S LUNCHEONETTE,Brooklyn,6100,16 AVENUE,11204,7182360796,2024-08-22T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.624186703889,-73.992647610434,311,44,025000,3253321,3055230038,BK28,"{'type': 'Point', 'coordinates': [-73.992647610434, 40.624186703889]}",1,2,37,18,Mexican,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",44,C,2024-08-22T00:00:00.000,Cycle Inspection / Re-inspection
50124674,KAM SING ONE,Brooklyn,1608,AVENUE H,11230,7184215252,2023-11-13T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.630065176096,-73.961177678531,314,45,053200,3179383,3067000004,BK43,"{'type': 'Point', 'coordinates': [-73.961177678531, 40.630065176096]}",60,2,43,26,Chinese,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",12,A,2023-11-13T00:00:00.000,Cycle Inspection / Initial Inspection
50157081,ANGEL'S CAFE,Bronx,1350,JEROME AVENUE,10452,3472977890,2024-10-01T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.839147090692,-73.918456601657,204,16,022101,2092055,2028410001,BX63,"{'type': 'Point', 'coordinates': [-73.918456601657, 40.839147090692]}",50,5,27,42,Tex-Mex,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,18,,,Pre-permit (Operational) / Initial Inspection
50175764,GUAC TIME,Brooklyn,153,GRAND STREET,11249,7187440051,2026-01-14T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.71476649136,-73.961932572948,301,34,055300,3062625,3023800032,BK73,"{'type': 'Point', 'coordinates': [-73.961932572948, 40.71476649136]}",36,2,56,30,Tex-Mex,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",41,,,Pre-permit (Operational) / Initial Inspection
50074561,AVOCADO SUSHI II,Staten Island,1919,HYLAN BOULEVARD,10305,3474051970,2024-07-23T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.582801559243,-74.096479254883,502,50,011401,5095444,5035510140,SI36,"{'type': 'Point', 'coordinates': [-74.096479254883, 40.582801559243]}",30,1,76,14,Asian/Asian Fusion,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,A,2024-07-23T00:00:00.000,Cycle Inspection / Initial Inspection
50120059,SUPERIOR WONTON NOODLE,Brooklyn,2145,86 STREET,11214,7186835893,2025-04-28T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.602604580557,-73.994907934702,311,43,029000,3165903,3063470059,BK28,"{'type': 'Point', 'coordinates': [-73.994907934702, 40.602604580557]}",1,2,37,45,Chinese,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,27,B,2025-04-28T00:00:00.000,Cycle Inspection / Re-inspection
50105244,OOI SUSHI & LOUNGE,Queens,42-36,CRESCENT STREET,11101,7184331888,2025-08-28T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.749663038106,-73.941434189755,402,26,001900,4617824,4004297502,QN31,"{'type': 'Point', 'coordinates': [-73.941434189755, 40.749663038106]}",53,3,66,33,Japanese,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",12,A,2025-08-28T00:00:00.000,Cycle Inspection / Initial Inspection
50125391,TACO VELOZ,Queens,34-01,36 AVENUE,11106,7188855470,2023-11-06T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.755405181048,-73.927225852234,401,26,005700,4009575,4006380001,QN70,"{'type': 'Point', 'coordinates': [-73.927225852234, 40.755405181048]}",39,3,72,33,Mexican,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",,,,Trans Fat / Initial Inspection
50047192,TROPICAL GRILL RESTAURANT,Manhattan,2145-2151,ADAM CLAYTON POWEL BLVD,,2125310233,2023-03-22T00:00:00.000,Critical,2026-05-07T06:00:13.000,0,0,,,,,1,,,,,,,Latin American,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",9,A,2023-03-22T00:00:00.000,Cycle Inspection / Initial Inspection
50142798,BLOSSOM CARIBBEAN RESTURANT,Brooklyn,577,NEW LOTS AVENUE,11207,6466211270,2025-04-16T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.664285171417,-73.88755334596,305,42,112400,3090696,3040880038,BK82,"{'type': 'Point', 'coordinates': [-73.88755334596, 40.664285171417]}",45,2,47,25,Caribbean,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",27,B,2025-04-16T00:00:00.000,Cycle Inspection / Re-inspection
50088531,MOJOILLA PANCAKE STORE # 26,Queens,136-20,ROOSEVELT AVENUE,11354,9173851966,2025-01-13T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.759777908235,-73.829235428489,407,20,085300,4113546,4050190005,QN22,"{'type': 'Point', 'coordinates': [-73.829235428489, 40.759777908235]}",22,3,67,3,Chinese,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11,A,2025-01-13T00:00:00.000,Cycle Inspection / Initial Inspection
50130076,SHIMIAODAO YUNNAN RICE NOODLE,Queens,59-14,KISSENA BOULEVARD,11355,9292007667,2022-12-22T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.740471200019,-73.815056134018,407,20,083700,4141486,4064400016,QN62,"{'type': 'Point', 'coordinates': [-73.815056134018, 40.740471200019]}",22,3,67,3,Chinese,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,26,,,Pre-permit (Operational) / Initial Inspection
50130812,RX30,Manhattan,55,AMSTERDAM AVENUE,10023,6463303791,2025-08-11T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.77224456475,-73.986262479391,107,06,014500,1089447,1011320035,MN14,"{'type': 'Point', 'coordinates': [-73.986262479391, 40.77224456475]}",20,4,12,10,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",5,A,2025-08-11T00:00:00.000,Cycle Inspection / Initial Inspection
50073322,THE CIRCUS,Brooklyn,1910,CONEY ISLAND AVENUE,11230,6466280337,2023-01-15T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.610901550694,-73.962561085999,312,44,042000,3175209,3066170036,BK25,"{'type': 'Point', 'coordinates': [-73.962561085999, 40.610901550694]}",2,2,39,18,Latin American,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,36,,,Cycle Inspection / Initial Inspection
50084102,GIRASOL TAQUERIA & BAKERY,Brooklyn,690,5 AVENUE,11215,7183690251,2025-10-30T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.661433428029,-73.993342736258,307,38,014500,3009272,3006400043,BK32,"{'type': 'Point', 'coordinates': [-73.993342736258, 40.661433428029]}",9,2,45,7,Mexican,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",16,,,Cycle Inspection / Initial Inspection
50086672,SATHI,Manhattan,216,3 AVENUE,10003,2122603700,2022-05-16T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.736131616301,-73.985118866917,106,02,005000,1017884,1008740042,MN21,"{'type': 'Point', 'coordinates': [-73.985118866917, 40.736131616301]}",71,4,7,50,Indian,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",24,,,Cycle Inspection / Initial Inspection
50156267,AZUCAR,Queens,18-17,COLLEGE POINT BOULEVARD,11356,9173921297,2026-01-27T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.782967213681,-73.845858437667,407,19,092500,4098831,4041280013,QN23,"{'type': 'Point', 'coordinates': [-73.845858437667, 40.782967213681]}",22,3,67,20,American,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,48,N,,Pre-permit (Non-operational) / Initial Inspection
50001473,TACI'S BEYTI,Brooklyn,1955,CONEY ISLAND AVENUE,11223,7186275750,2025-12-22T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.609292998836,-73.962234251401,315,48,055400,3329255,3067740075,BK25,"{'type': 'Point', 'coordinates': [-73.962234251401, 40.609292998836]}",32,2,36,15,Turkish,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",11,A,2025-12-22T00:00:00.000,Cycle Inspection / Initial Inspection
41142394,TAZA CAFE & DELI,Manhattan,350,PARK AVENUE SOUTH,10010,2127791200,2022-09-12T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.741706249861,-73.985265574734,105,02,005600,1016747,1008550020,MN13,"{'type': 'Point', 'coordinates': [-73.985265574734, 40.741706249861]}",11,4,7,50,American,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",11,A,2022-09-12T00:00:00.000,Cycle Inspection / Initial Inspection
50097060,55 DELI-COFFEE SHOP,Queens,55-14,37 AVENUE,11377,9293259679,2025-01-08T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.750779194209,-73.906781083191,402,26,025500,4430199,4012100007,QN63,"{'type': 'Point', 'coordinates': [-73.906781083191, 40.750779194209]}",53,3,66,33,Mexican,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",32,,,Cycle Inspection / Initial Inspection
50048823,POMMES FRITES,Manhattan,128,MACDOUGAL STREET,10012,2126741234,2023-04-12T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.730127035689,-74.000360809576,102,02,006500,1008700,1005400013,MN23,"{'type': 'Point', 'coordinates': [-74.000360809576, 40.730127035689]}",57,4,3,32,Other,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",25,,,Cycle Inspection / Initial Inspection
41605870,CAKOR RESTAURANT,Bronx,632,EAST  186 STREET,10458,7187332300,2023-02-23T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.854125884642,-73.886949204029,206,15,039100,2012153,2030740010,BX06,"{'type': 'Point', 'coordinates': [-73.886949204029, 40.854125884642]}",35,5,31,22,Eastern European,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,25,,,Cycle Inspection / Initial Inspection
50131572,PIZZA ON THE POINT,Queens,202-20,ROCKAWAY POINT BOULEVARD,11697,9173713808,2024-12-17T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.560770196864,-73.911650245,414,32,091601,4533648,4163500300,QN10,"{'type': 'Point', 'coordinates': [-73.911650245, 40.560770196864]}",51,3,58,41,Pizza,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",12,A,2024-12-17T00:00:00.000,Cycle Inspection / Initial Inspection
50009366,GO BELIEVE BAKERY,Manhattan,239,GRAND STREET,10002,2127750102,2026-04-20T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.718368327902,-73.994581599969,103,01,001600,1003931,1003040016,MN27,"{'type': 'Point', 'coordinates': [-73.994581599969, 40.718368327902]}",70,4,2,32,Chinese,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",16,B,2026-04-20T00:00:00.000,Cycle Inspection / Re-inspection
50142191,PANDA EXPRESS,Manhattan,130,WEST  125 STREET,10027,6267999898,2026-01-22T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.808274341429,-73.946703408289,110,09,022200,1081600,1019090046,MN11,"{'type': 'Point', 'coordinates': [-73.946703408289, 40.808274341429]}",18,4,18,36,Chinese,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,24,,,Cycle Inspection / Initial Inspection
41475502,GMC TEMAXCAL DELI & GROCERY,Brooklyn,163,PARK AVENUE,11205,7183078100,2026-03-25T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.696223192036,-73.972899001548,302,35,021100,3058004,3020310058,BK68,"{'type': 'Point', 'coordinates': [-73.972899001548, 40.696223192036]}",68,2,55,48,Mexican,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,23,,,Cycle Inspection / Initial Inspection
50154726,ISLAND GRILL BX,Bronx,4216,WHITE PLAINS ROAD,10466,3473415931,2024-08-14T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.893902170533,-73.857080636957,212,11,043400,2068169,2049970062,BX62,"{'type': 'Point', 'coordinates': [-73.857080636957, 40.893902170533]}",29,5,30,40,Caribbean,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,2,,,Pre-permit (Non-operational) / Initial Inspection
